+--------+------------------+------------------+------------------+----------------------------+
| Index  |    Interative    | Binet's Formula  |    Difference    |          ERROR(%)          |
|   1106 |    6.177960e+230 |    6.177960e+230 |   -2.284512e+217 |      3.69784234095648e-12% |
|   1107 |    9.996150e+230 |    9.996150e+230 |   -3.707413e+217 |     3.708841151362657e-12% |
|   1108 |    1.617411e+231 |    1.617411e+231 |   -6.017780e+217 |      3.72062516819999e-12% |
|   1109 |    2.617026e+231 |    2.617026e+231 |   -9.742430e+217 |     3.722710334196771e-12% |
|   1110 |    4.234437e+231 |    4.234437e+231 |   -1.579468e+218 |     3.730054936617805e-12% |
|   1111 |    6.851463e+231 |    6.851463e+231 |   -2.550264e+218 |    3.7222180932771594e-12% |
|   1112 |    1.108590e+232 |    1.108590e+232 |   -4.129732e+218 |    3.7252115010687784e-12% |
|   1113 |    1.793736e+232 |    1.793736e+232 |   -6.707574e+218 |     3.739442878952261e-12% |
|   1114 |    2.902326e+232 |    2.902326e+232 |   -1.083731e+219 |     3.734006976307514e-12% |
|   1115 |    4.696063e+232 |    4.696063e+232 |   -1.757246e+219 |     3.741955941314029e-12% |
|   1116 |    7.598389e+232 |    7.598389e+232 |   -2.846492e+219 |      3.74617868286928e-12% |
|   1117 |    1.229445e+233 |    1.229445e+233 |   -4.609254e+219 |    3.7490520330200375e-12% |
|   1118 |    1.989284e+233 |    1.989284e+233 |   -7.433683e+219 |     3.736863782471227e-12% |
|   1119 |    3.218729e+233 |    3.218729e+233 |   -1.206500e+220 |     3.748373727061299e-12% |
|   1120 |    5.208013e+233 |    5.208013e+233 |   -1.954281e+220 |     3.752449882054468e-12% |
|   1121 |    8.426742e+233 |    8.426742e+233 |   -3.169606e+220 |     3.761365592729898e-12% |
|   1122 |    1.363476e+234 |    1.363476e+234 |   -5.115062e+220 |     3.751487632389255e-12% |
|   1123 |    2.206150e+234 |    2.206150e+234 |   -8.319968e+220 |     3.771261483271533e-12% |
|   1124 |    3.569625e+234 |    3.569625e+234 |   -1.345268e+221 |    3.7686530652301155e-12% |
|   1125 |    5.775775e+234 |    5.775775e+234 |   -2.173735e+221 |     3.763537628307674e-12% |
|   1126 |    9.345401e+234 |    9.345401e+234 |   -3.533123e+221 |    3.7806006627722865e-12% |
|   1127 |    1.512118e+235 |    1.512118e+235 |   -5.706857e+221 |    3.7740831635580155e-12% |
|   1128 |    2.446658e+235 |    2.446658e+235 |   -9.239980e+221 |     3.776572626736216e-12% |
|   1129 |    3.958775e+235 |    3.958775e+235 |   -1.500332e+222 |    3.7898888459219635e-12% |
|   1130 |    6.405433e+235 |    6.405433e+235 |   -2.421506e+222 |     3.780393723496665e-12% |
|   1131 |    1.036421e+236 |    1.036421e+236 |   -3.933134e+222 |    3.7949196393559986e-12% |
|   1132 |    1.676964e+236 |    1.676964e+236 |   -6.365936e+222 |      3.79610724858719e-12% |
|   1133 |    2.713385e+236 |    2.713385e+236 |   -1.029907e+223 |     3.795653622226228e-12% |
|   1134 |    4.390349e+236 |    4.390349e+236 |   -1.673278e+223 |     3.811264465617491e-12% |
|   1135 |    7.103734e+236 |    7.103734e+236 |   -2.703185e+223 |      3.80530165403508e-12% |
|   1136 |    1.149408e+237 |    1.149408e+237 |   -4.367426e+223 |     3.799717074206664e-12% |
|   1137 |    1.859782e+237 |    1.859782e+237 |   -7.088685e+223 |     3.811568371922872e-12% |
|   1138 |    3.009190e+237 |    3.009190e+237 |   -1.147418e+224 |     3.813047743340206e-12% |
|   1139 |    4.868972e+237 |    4.868972e+237 |   -1.859902e+224 |     3.819906701141789e-12% |
|   1140 |    7.878162e+237 |    7.878162e+237 |   -3.021779e+224 |     3.835640017457949e-12% |
|   1141 |    1.274713e+238 |    1.274713e+238 |   -4.874451e+224 |     3.823958973113371e-12% |
|   1142 |    2.062529e+238 |    2.062529e+238 |   -7.896231e+224 |     3.828420735028906e-12% |
|   1143 |    3.337243e+238 |    3.337243e+238 |   -1.277068e+225 |     3.826716493626881e-12% |
|   1144 |    5.399772e+238 |    5.399772e+238 |   -2.060908e+225 |     3.816656669787107e-12% |
|   1145 |    8.737015e+238 |    8.737015e+238 |   -3.355327e+225 |     3.840358070197357e-12% |
|   1146 |    1.413679e+239 |    1.413679e+239 |   -5.450936e+225 |     3.855851878354903e-12% |
|   1147 |    2.287380e+239 |    2.287380e+239 |   -8.794695e+225 |     3.844876823015459e-12% |
|   1148 |    3.701059e+239 |    3.701059e+239 |   -1.424563e+226 |     3.849068921126715e-12% |
|   1149 |    5.988439e+239 |    5.988439e+239 |   -2.299406e+226 |     3.839741354269326e-12% |
|   1150 |    9.689498e+239 |    9.689498e+239 |   -3.747103e+226 |    3.8671798339145044e-12% |
|   1151 |    1.567794e+240 |    1.567794e+240 |   -6.065016e+226 |     3.868504045831528e-12% |
|   1152 |    2.536744e+240 |    2.536744e+240 |   -9.793612e+226 |     3.860702487518998e-12% |
|   1153 |    4.104537e+240 |    4.104537e+240 |   -1.587714e+227 |    3.8681914418024955e-12% |
|   1154 |    6.641281e+240 |    6.641281e+240 |   -2.574478e+227 |     3.876477836587233e-12% |
|   1155 |    1.074582e+241 |    1.074582e+241 |   -4.154788e+227 |     3.866423539511202e-12% |
|   1156 |    1.738710e+241 |    1.738710e+241 |   -6.736669e+227 |     3.874521684129635e-12% |
|   1157 |    2.813292e+241 |    2.813292e+241 |   -1.095068e+228 |     3.892479916483869e-12% |
|   1158 |    4.552002e+241 |    4.552002e+241 |   -1.765774e+228 |      3.87911522680524e-12% |
|   1159 |    7.365293e+241 |    7.365293e+241 |   -2.860842e+228 |     3.884220084013382e-12% |
|   1160 |    1.191729e+242 |    1.191729e+242 |   -4.650305e+228 |    3.9021484934118055e-12% |
|   1161 |    1.928259e+242 |    1.928259e+242 |   -7.487458e+228 |     3.883014990696831e-12% |
|   1162 |    3.119988e+242 |    3.119988e+242 |   -1.213776e+229 |     3.890323338410112e-12% |
|   1163 |    5.048247e+242 |    5.048247e+242 |   -1.969629e+229 |     3.901609682086586e-12% |
|   1164 |    8.168235e+242 |    8.168235e+242 |   -3.188143e+229 |      3.90309908965376e-12% |
|   1165 |    1.321648e+243 |    1.321648e+243 |   -5.167248e+229 |    3.9096998842355755e-12% |
|   1166 |    2.138472e+243 |    2.138472e+243 |   -8.364867e+229 |    3.9116097218944525e-12% |
|   1167 |    3.460120e+243 |    3.460120e+243 |   -1.357002e+230 |     3.921834552073761e-12% |
|   1168 |    5.598592e+243 |    5.598592e+243 |   -2.189698e+230 |     3.911158870380969e-12% |
|   1169 |    9.058712e+243 |    9.058712e+243 |   -3.546700e+230 |     3.915236617934541e-12% |
|   1170 |    1.465730e+244 |    1.465730e+244 |   -5.736398e+230 |     3.913679056966618e-12% |
|   1171 |    2.371602e+244 |    2.371602e+244 |   -9.313421e+230 |     3.927059706105076e-12% |
|   1172 |    3.837332e+244 |    3.837332e+244 |   -1.508014e+231 |     3.929850758617297e-12% |
|   1173 |    6.208934e+244 |    6.208934e+244 |   -2.445421e+231 |     3.938552087615391e-12% |
|   1174 |    1.004627e+245 |    1.004627e+245 |   -3.947370e+231 |     3.929191880495642e-12% |
|   1175 |    1.625520e+245 |    1.625520e+245 |   -6.392791e+231 |     3.932767161473647e-12% |
|   1176 |    2.630146e+245 |    2.630146e+245 |   -1.040081e+232 |      3.95445926752107e-12% |
|   1177 |    4.255666e+245 |    4.255666e+245 |   -1.681786e+232 |     3.951873807568261e-12% |
|   1178 |    6.885813e+245 |    6.885813e+245 |   -2.721866e+232 |     3.952861365393682e-12% |
|   1179 |    1.114148e+246 |    1.114148e+246 |   -4.403652e+232 |     3.952484151870227e-12% |
|   1180 |    1.802729e+246 |    1.802729e+246 |   -7.106112e+232 |     3.941863181174074e-12% |
|   1181 |    2.916877e+246 |    2.916877e+246 |   -1.154858e+233 |     3.959226368821102e-12% |
|   1182 |    4.719606e+246 |    4.719606e+246 |   -1.865469e+233 |    3.9525942212929794e-12% |
|   1183 |    7.636483e+246 |    7.636483e+246 |   -3.024208e+233 |    3.9602100450173525e-12% |
|   1184 |    1.235609e+247 |    1.235609e+247 |   -4.905202e+233 |     3.969865860249156e-12% |
|   1185 |    1.999257e+247 |    1.999257e+247 |   -7.929410e+233 |     3.966177667019696e-12% |
|   1186 |    3.234866e+247 |    3.234866e+247 |   -1.281909e+234 |     3.962787104540037e-12% |
|   1187 |    5.234124e+247 |    5.234124e+247 |   -2.081060e+234 |     3.975946772845151e-12% |
|   1188 |    8.468990e+247 |    8.468990e+247 |   -3.375388e+234 |     3.985585664965423e-12% |
|   1189 |    1.370311e+248 |    1.370311e+248 |   -5.450238e+234 |    3.9773720661765836e-12% |
|   1190 |    2.217210e+248 |    2.217210e+248 |   -8.862887e+234 |     3.997314478463684e-12% |
|   1191 |    3.587522e+248 |    3.587522e+248 |   -1.433797e+235 |     3.996621235425685e-12% |
|   1192 |    5.804732e+248 |    5.804732e+248 |   -2.322569e+235 |     4.001165347878872e-12% |
|   1193 |    9.392254e+248 |    9.392254e+248 |   -3.761334e+235 |     4.004719178296205e-12% |
|   1194 |    1.519699e+249 |    1.519699e+249 |   -6.093839e+235 |    4.0098999507160796e-12% |
|   1195 |    2.458924e+249 |    2.458924e+249 |   -9.855173e+235 |    4.0079210717396656e-12% |
|   1196 |    3.978623e+249 |    3.978623e+249 |   -1.592914e+236 |     4.003682184555863e-12% |
|   1197 |    6.437546e+249 |    6.437546e+249 |   -2.582406e+236 |     4.011475148009089e-12% |
|   1198 |    1.041617e+250 |    1.041617e+250 |   -4.183269e+236 |     4.016129802368741e-12% |
|   1199 |    1.685372e+250 |    1.685372e+250 |   -6.773623e+236 |     4.019068286330518e-12% |
|   1200 |    2.726988e+250 |    2.726988e+250 |   -1.095689e+237 |     4.017945885332515e-12% |
|   1201 |    4.412360e+250 |    4.412360e+250 |   -1.779411e+237 |    4.0327866516996485e-12% |
|   1202 |    7.139348e+250 |    7.139348e+250 |   -2.881459e+237 |     4.036025118466941e-12% |
|   1203 |    1.155171e+251 |    1.155171e+251 |   -4.654510e+237 |     4.029283221998812e-12% |
|   1204 |    1.869106e+251 |    1.869106e+251 |   -7.535969e+237 |     4.031858397301005e-12% |
|   1205 |    3.024277e+251 |    3.024277e+251 |   -1.219048e+238 |     4.030874767862556e-12% |
|   1206 |    4.893382e+251 |    4.893382e+251 |   -1.975189e+238 |      4.03644861486572e-12% |
|   1207 |    7.917659e+251 |    7.917659e+251 |   -3.204411e+238 |     4.047170088694216e-12% |
|   1208 |    1.281104e+252 |    1.281104e+252 |   -5.179600e+238 |     4.043074850101223e-12% |
|   1209 |    2.072870e+252 |    2.072870e+252 |   -8.414535e+238 |     4.059364447785246e-12% |
|   1210 |    3.353974e+252 |    3.353974e+252 |   -1.359413e+239 |      4.05314237513301e-12% |
|   1211 |    5.426844e+252 |    5.426844e+252 |   -2.204937e+239 |    4.0630184425973984e-12% |
|   1212 |    8.780818e+252 |    8.780818e+252 |   -3.564350e+239 |    4.0592461205011895e-12% |
|   1213 |    1.420766e+253 |    1.420766e+253 |   -5.793706e+239 |     4.077874222907807e-12% |
|   1214 |    2.298848e+253 |    2.298848e+253 |   -9.358056e+239 |    4.0707589209343924e-12% |
|   1215 |    3.719614e+253 |    3.719614e+253 |   -1.511920e+240 |    4.0647234876521456e-12% |
|   1216 |    6.018462e+253 |    6.018462e+253 |   -2.447726e+240 |     4.067028818029132e-12% |
|   1217 |    9.738077e+253 |    9.738077e+253 |   -3.979181e+240 |     4.086208893847104e-12% |
|   1218 |    1.575654e+254 |    1.575654e+254 |   -6.426907e+240 |     4.078882756791438e-12% |
|   1219 |    2.549462e+254 |    2.549462e+254 |   -1.038004e+241 |     4.071464451840712e-12% |
|   1220 |    4.125115e+254 |    4.125115e+254 |   -1.688509e+241 |      4.09324068506121e-12% |
|   1221 |    6.674577e+254 |    6.674577e+254 |   -2.731723e+241 |     4.092727722805269e-12% |
|   1222 |    1.079969e+255 |    1.079969e+255 |   -4.435860e+241 |     4.107394586626522e-12% |
|   1223 |    1.747427e+255 |    1.747427e+255 |   -7.178001e+241 |     4.107754694080241e-12% |
|   1224 |    2.827396e+255 |    2.827396e+255 |   -1.159302e+242 |     4.100247274223426e-12% |
|   1225 |    4.574823e+255 |    4.574823e+255 |   -1.875019e+242 |     4.098560022639869e-12% |
|   1226 |    7.402219e+255 |    7.402219e+255 |   -3.038489e+242 |     4.104834575893317e-12% |
|   1227 |    1.197704e+256 |    1.197704e+256 |   -4.921842e+242 |     4.109397072026699e-12% |
|   1228 |    1.937926e+256 |    1.937926e+256 |   -7.985336e+242 |     4.120557349917966e-12% |
|   1229 |    3.135630e+256 |    3.135630e+256 |   -1.292385e+243 |     4.121610829950899e-12% |
|   1230 |    5.073557e+256 |    5.073557e+256 |   -2.090918e+243 |     4.121208436384788e-12% |
|   1231 |    8.209187e+256 |    8.209187e+256 |   -3.383303e+243 |     4.121362137050188e-12% |
|   1232 |    1.328274e+257 |    1.328274e+257 |   -5.507562e+243 |     4.146403719227999e-12% |
|   1233 |    2.149193e+257 |    2.149193e+257 |   -8.890865e+243 |     4.136838685968149e-12% |
|   1234 |    3.477467e+257 |    3.477467e+257 |   -1.439843e+244 |     4.140492203569889e-12% |
|   1235 |    5.626660e+257 |    5.626660e+257 |   -2.331596e+244 |     4.143836983895292e-12% |
|   1236 |    9.104128e+257 |    9.104128e+257 |   -3.782108e+244 |     4.154278057243903e-12% |
|   1237 |    1.473079e+258 |    1.473079e+258 |   -6.113704e+244 |    4.1502899221037644e-12% |
|   1238 |    2.383492e+258 |    2.383492e+258 |   -9.885143e+244 |    4.1473371221626275e-12% |
|   1239 |    3.856570e+258 |    3.856570e+258 |   -1.599885e+245 |     4.148464991378163e-12% |
|   1240 |    6.240062e+258 |    6.240062e+258 |   -2.596934e+245 |     4.161712025999192e-12% |
|   1241 |    1.009663e+259 |    1.009663e+259 |   -4.205354e+245 |     4.165105480474644e-12% |
|   1242 |    1.633669e+259 |    1.633669e+259 |   -6.802288e+245 |     4.163809296204296e-12% |
|   1243 |    2.643333e+259 |    2.643333e+259 |   -1.100764e+246 |     4.164304394539886e-12% |
|   1244 |    4.277002e+259 |    4.277002e+259 |   -1.784407e+246 |     4.172097565008997e-12% |
|   1245 |    6.920335e+259 |    6.920335e+259 |   -2.888585e+246 |     4.174054159862696e-12% |
|   1246 |    1.119734e+260 |    1.119734e+260 |   -4.693476e+246 |     4.191600567807319e-12% |
|   1247 |    1.811767e+260 |    1.811767e+260 |   -7.582062e+246 |     4.184898436352945e-12% |
|   1248 |    2.931501e+260 |    2.931501e+260 |   -1.224823e+247 |     4.178141629709611e-12% |
|   1249 |    4.743268e+260 |    4.743268e+260 |   -1.983029e+247 |     4.180722500191954e-12% |
|   1250 |    7.674769e+260 |    7.674769e+260 |   -3.218776e+247 |     4.193971488522146e-12% |
|   1251 |    1.241804e+261 |    1.241804e+261 |   -5.212730e+247 |     4.197708411276128e-12% |
|   1252 |    2.009281e+261 |    2.009281e+261 |   -8.431506e+247 |     4.196281033797439e-12% |
|   1253 |    3.251084e+261 |    3.251084e+261 |   -1.364424e+248 |    4.1968262434795225e-12% |
|   1254 |    5.260365e+261 |    5.260365e+261 |   -2.207574e+248 |     4.196617991911962e-12% |
|   1255 |    8.511449e+261 |    8.511449e+261 |   -3.585108e+248 |     4.212100142886574e-12% |
|   1256 |    1.377181e+262 |    1.377181e+262 |   -5.792682e+248 |     4.206186487433229e-12% |
|   1257 |    2.228326e+262 |    2.228326e+262 |   -9.395269e+248 |       4.2162896654308e-12% |
|   1258 |    3.605508e+262 |    3.605508e+262 |   -1.520543e+249 |     4.217278677544505e-12% |
|   1259 |    5.833834e+262 |    5.833834e+262 |   -2.463566e+249 |    4.2228934683278796e-12% |
|   1260 |    9.439342e+262 |    9.439342e+262 |   -3.998093e+249 |      4.23556323162135e-12% |
|   1261 |    1.527318e+263 |    1.527318e+263 |   -6.461659e+249 |      4.23072381267266e-12% |
|   1262 |    2.471252e+263 |    2.471252e+263 |   -1.047374e+250 |     4.238230912109163e-12% |
|   1263 |    3.998569e+263 |    3.998569e+263 |   -1.696336e+250 |      4.24235787681173e-12% |
|   1264 |    6.469821e+263 |    6.469821e+263 |   -2.738116e+250 |     4.232135936090876e-12% |
|   1265 |    1.046839e+264 |    1.046839e+264 |   -4.440046e+250 |     4.241383632601181e-12% |
|   1266 |    1.693821e+264 |    1.693821e+264 |   -7.189349e+250 |     4.244455962629725e-12% |
|   1267 |    2.740660e+264 |    2.740660e+264 |   -1.167414e+251 |     4.259609994559544e-12% |
|   1268 |    4.434481e+264 |    4.434481e+264 |   -1.879637e+251 |     4.238685191126035e-12% |
|   1269 |    7.175142e+264 |    7.175142e+264 |   -3.056001e+251 |    4.2591508989112964e-12% |
|   1270 |    1.160962e+265 |    1.160962e+265 |   -4.953537e+251 |     4.266751348119123e-12% |
|   1271 |    1.878476e+265 |    1.878476e+265 |   -7.991639e+251 |    4.2543196006663285e-12% |
|   1272 |    3.039439e+265 |    3.039439e+265 |   -1.296308e+252 |    4.2649571254465414e-12% |
|   1273 |    4.917915e+265 |    4.917915e+265 |   -2.099051e+252 |    4.2681731813214126e-12% |
|   1274 |    7.957354e+265 |    7.957354e+265 |   -3.395359e+252 |      4.26694475728693e-12% |
|   1275 |    1.287527e+266 |    1.287527e+266 |   -5.508730e+252 |     4.278535645451046e-12% |
|   1276 |    2.083262e+266 |    2.083262e+266 |   -8.904089e+252 |     4.274108320132153e-12% |
|   1277 |    3.370789e+266 |    3.370789e+266 |   -1.442714e+253 |     4.280047508592368e-12% |
|   1278 |    5.454052e+266 |    5.454052e+266 |   -2.338850e+253 |     4.288280822867115e-12% |
|   1279 |    8.824841e+266 |    8.824841e+266 |   -3.775836e+253 |    4.2786454563845745e-12% |
|   1280 |    1.427889e+267 |    1.427889e+267 |   -6.137598e+253 |     4.298371287412089e-12% |
|   1281 |    2.310373e+267 |    2.310373e+267 |   -9.901979e+253 |     4.285878374139247e-12% |
|   1282 |    3.738263e+267 |    3.738263e+267 |   -1.610831e+254 |    4.3090366903066885e-12% |
|   1283 |    6.048636e+267 |    6.048636e+267 |   -2.601029e+254 |    4.3001910006529414e-12% |
|   1284 |    9.786898e+267 |    9.786898e+267 |   -4.216442e+254 |      4.30825175222769e-12% |
|   1285 |    1.583553e+268 |    1.583553e+268 |   -6.817471e+254 |    4.3051728191010054e-12% |
|   1286 |    2.562243e+268 |    2.562243e+268 |   -1.105224e+255 |    4.3135023245024604e-12% |
|   1287 |    4.145797e+268 |    4.145797e+268 |   -1.788804e+255 |     4.314741816480083e-12% |
|   1288 |    6.708040e+268 |    6.708040e+268 |   -2.901360e+255 |     4.325197883332007e-12% |
|   1289 |    1.085384e+269 |    1.085384e+269 |   -4.697496e+255 |     4.327958830250627e-12% |
|   1290 |    1.756188e+269 |    1.756188e+269 |   -7.584193e+255 |     4.318554839186492e-12% |
|   1291 |    2.841571e+269 |    2.841571e+269 |   -1.231101e+256 |    4.3324672740480376e-12% |
|   1292 |    4.597759e+269 |    4.597759e+269 |   -1.992453e+256 |     4.333531573256963e-12% |
|   1293 |    7.439330e+269 |    7.439330e+269 |   -3.229420e+256 |     4.341009154023709e-12% |
|   1294 |    1.203709e+270 |    1.203709e+270 |   -5.233604e+256 |      4.34789826438279e-12% |
|   1295 |    1.947642e+270 |    1.947642e+270 |   -8.451294e+256 |     4.339243936655512e-12% |
|   1296 |    3.151351e+270 |    3.151351e+270 |   -1.370836e+257 |    4.3499943363695464e-12% |
|   1297 |    5.098993e+270 |    5.098993e+270 |   -2.218311e+257 |     4.350489151844154e-12% |
|   1298 |    8.250344e+270 |    8.250344e+270 |   -3.593839e+257 |     4.355987424949559e-12% |
|   1299 |    1.334934e+271 |    1.334934e+271 |   -5.802766e+257 |    4.3468574120089314e-12% |
|   1300 |    2.159968e+271 |    2.159968e+271 |   -9.415374e+257 |     4.359034150841125e-12% |
|   1301 |    3.494902e+271 |    3.494902e+271 |   -1.527445e+258 |     4.370494054822314e-12% |
|   1302 |    5.654870e+271 |    5.654870e+271 |   -2.468982e+258 |      4.36611676100931e-12% |
|   1303 |    9.149771e+271 |    9.149771e+271 |   -4.003934e+258 |     4.375993879888616e-12% |
|   1304 |    1.480464e+272 |    1.480464e+272 |   -6.487932e+258 |    4.3823632687495965e-12% |
|   1305 |    2.395441e+272 |    2.395441e+272 |   -1.047685e+259 |     4.373662208411253e-12% |
|   1306 |    3.875905e+272 |    3.875905e+272 |   -1.696478e+259 |     4.376985717722337e-12% |
|   1307 |    6.271347e+272 |    6.271347e+272 |   -2.753172e+259 |     4.390081618127881e-12% |
|   1308 |    1.014725e+273 |    1.014725e+273 |   -4.455657e+259 |       4.3909982864097e-12% |
|   1309 |    1.641860e+273 |    1.641860e+273 |   -7.208829e+259 |     4.390648150282454e-12% |
|   1310 |    2.656585e+273 |    2.656585e+273 |   -1.166449e+260 |     4.390781890382372e-12% |
|   1311 |    4.298445e+273 |    4.298445e+273 |   -1.894539e+260 |    4.4074978377727866e-12% |
|   1312 |    6.955030e+273 |    6.955030e+273 |   -3.060987e+260 |     4.401112914023804e-12% |
|   1313 |    1.125347e+274 |    1.125347e+274 |   -4.955526e+260 |     4.403551737880339e-12% |
|   1314 |    1.820850e+274 |    1.820850e+274 |   -8.026123e+260 |     4.407897735699363e-12% |
|   1315 |    2.946198e+274 |    2.946198e+274 |   -1.296243e+261 |     4.399714307082568e-12% |
|   1316 |    4.767048e+274 |    4.767048e+274 |   -2.098855e+261 |     4.402840098669675e-12% |
|   1317 |    7.713246e+274 |    7.713246e+274 |   -3.398942e+261 |     4.406629590626405e-12% |
|   1318 |    1.248029e+275 |    1.248029e+275 |   -5.505485e+261 |     4.411342001753844e-12% |
|   1319 |    2.019354e+275 |    2.019354e+275 |   -8.935178e+261 |     4.424770052662916e-12% |
|   1320 |    3.267384e+275 |    3.267384e+275 |   -1.447141e+262 |    4.4290524348467865e-12% |
|   1321 |    5.286738e+275 |    5.286738e+275 |   -2.346809e+262 |     4.439049891530001e-12% |
|   1322 |    8.554121e+275 |    8.554121e+275 |   -3.800101e+262 |    4.4424209042103765e-12% |
|   1323 |    1.384086e+276 |    1.384086e+276 |   -6.122309e+262 |     4.423359372773671e-12% |
|   1324 |    2.239498e+276 |    2.239498e+276 |   -9.947011e+262 |     4.441625116064793e-12% |
|   1325 |    3.623584e+276 |    3.623584e+276 |   -1.611852e+263 |      4.44822628897613e-12% |
|   1326 |    5.863082e+276 |    5.863082e+276 |   -2.606553e+263 |     4.445704865289615e-12% |
|   1327 |    9.486666e+276 |    9.486666e+276 |   -4.213485e+263 |    4.4414816037201465e-12% |
|   1328 |    1.534975e+277 |    1.534975e+277 |   -6.820038e+263 |     4.443094746096302e-12% |
|   1329 |    2.483641e+277 |    2.483641e+277 |   -1.105320e+264 |    4.4504026330743826e-12% |
|   1330 |    4.018616e+277 |    4.018616e+277 |   -1.791260e+264 |     4.457405936227808e-12% |
|   1331 |    6.502258e+277 |    6.502258e+277 |   -2.904453e+264 |     4.466837787418816e-12% |
|   1332 |    1.052087e+278 |    1.052087e+278 |   -4.703586e+264 |    4.4707176010648036e-12% |
|   1333 |    1.702313e+278 |    1.702313e+278 |   -7.623783e+264 |     4.478484473598005e-12% |
|   1334 |    2.754401e+278 |    2.754401e+278 |   -1.231162e+265 |      4.46980170130432e-12% |
|   1335 |    4.456714e+278 |    4.456714e+278 |   -1.993541e+265 |     4.473118225203931e-12% |
|   1336 |    7.211114e+278 |    7.211114e+278 |   -3.227852e+265 |     4.476218130736038e-12% |
|   1337 |    1.166783e+279 |    1.166783e+279 |   -5.233988e+265 |     4.485829160464954e-12% |
|   1338 |    1.887894e+279 |    1.887894e+279 |   -8.474436e+265 |     4.488829805244155e-12% |
|   1339 |    3.054677e+279 |    3.054677e+279 |   -1.370842e+266 |     4.487683660926665e-12% |
|   1340 |    4.942571e+279 |    4.942571e+279 |   -2.228362e+266 |     4.508508446357968e-12% |
|   1341 |    7.997248e+279 |    7.997248e+279 |   -3.599205e+266 |     4.500554086131634e-12% |
|   1342 |    1.293982e+280 |    1.293982e+280 |   -5.827567e+266 |     4.503592381379334e-12% |
|   1343 |    2.093707e+280 |    2.093707e+280 |   -9.436848e+266 |     4.507244573072568e-12% |
|   1344 |    3.387689e+280 |    3.387689e+280 |   -1.528457e+267 |     4.511798405607224e-12% |
|   1345 |    5.481395e+280 |    5.481395e+280 |   -2.476172e+267 |     4.517412173941971e-12% |
|   1346 |    8.869084e+280 |    8.869084e+280 |   -3.996568e+267 |     4.506178877898724e-12% |
|   1347 |    1.435048e+281 |    1.435048e+281 |   -6.480801e+267 |     4.516086943005035e-12% |
|   1348 |    2.321956e+281 |    2.321956e+281 |   -1.049349e+268 |     4.519245797938893e-12% |
|   1349 |    3.757004e+281 |    3.757004e+281 |   -1.700654e+268 |     4.526621735930165e-12% |
|   1350 |    6.078961e+281 |    6.078961e+281 |   -2.753227e+268 |     4.529108663189381e-12% |
|   1351 |    9.835965e+281 |    9.835965e+281 |   -4.453881e+268 |      4.52815874150391e-12% |
|   1352 |    1.591493e+282 |    1.591493e+282 |   -7.232904e+268 |    4.5447300315848066e-12% |
|   1353 |    2.575089e+282 |    2.575089e+282 |   -1.167389e+269 |     4.533391674803159e-12% |
|   1354 |    4.166582e+282 |    4.166582e+282 |   -1.890679e+269 |     4.537722541717176e-12% |
|   1355 |    6.741671e+282 |    6.741671e+282 |   -3.068386e+269 |     4.551373483952832e-12% |
|   1356 |    1.090825e+283 |    1.090825e+283 |   -4.959065e+269 |     4.546159287997273e-12% |
|   1357 |    1.764992e+283 |    1.764992e+283 |   -8.037770e+269 |     4.553996994551042e-12% |
|   1358 |    2.855818e+283 |    2.855818e+283 |   -1.301747e+270 |     4.558229385742472e-12% |
|   1359 |    4.620810e+283 |    4.620810e+283 |   -2.105524e+270 |     4.556612756161032e-12% |
|   1360 |    7.476627e+283 |    7.476627e+283 |   -3.407271e+270 |    4.5572302537139235e-12% |
|   1361 |    1.209744e+284 |    1.209744e+284 |   -5.529305e+270 |     4.570641251337706e-12% |
|   1362 |    1.957406e+284 |    1.957406e+284 |   -8.936576e+270 |     4.565518706068465e-12% |
|   1363 |    3.167150e+284 |    3.167150e+284 |   -1.444937e+271 |     4.562262707304352e-12% |
|   1364 |    5.124557e+284 |    5.124557e+284 |   -2.338595e+271 |     4.563506388164915e-12% |
|   1365 |    8.291707e+284 |    8.291707e+284 |   -3.790136e+271 |    4.5709955449199095e-12% |
|   1366 |    1.341626e+285 |    1.341626e+285 |   -6.141938e+271 |     4.577979234880718e-12% |
|   1367 |    2.170797e+285 |    2.170797e+285 |   -9.932073e+271 |     4.575311702682581e-12% |
|   1368 |    3.512423e+285 |    3.512423e+285 |   -1.612684e+272 |     4.591371351088741e-12% |
|   1369 |    5.683220e+285 |    5.683220e+285 |   -2.613816e+272 |    4.5991806456921364e-12% |
|   1370 |    9.195644e+285 |    9.195644e+285 |   -4.226500e+272 |       4.5961977605818e-12% |
|   1371 |    1.487886e+286 |    1.487886e+286 |   -6.850881e+272 |       4.6044383962901e-12% |
|   1372 |    2.407451e+286 |    2.407451e+286 |   -1.108795e+273 |      4.60567958283996e-12% |
|   1373 |    3.895337e+286 |    3.895337e+286 |   -1.793883e+273 |     4.605205491764293e-12% |
|   1374 |    6.302788e+286 |    6.302788e+286 |   -2.906904e+273 |     4.612092112930878e-12% |
|   1375 |    1.019813e+287 |    1.019813e+287 |   -4.700787e+273 |    4.6094616577128875e-12% |
|   1376 |    1.650091e+287 |    1.650091e+287 |   -7.599238e+273 |     4.605343829675809e-12% |
|   1377 |    2.669904e+287 |    2.669904e+287 |   -1.230002e+274 |     4.606916700026146e-12% |
